Secteur,trimestre,code_region,code_dep,nombre_defaut
Information et communication,2017,84,26,7
Information et communication,2017,84,3,2
Information et communication,2017,84,38,22
Information et communication,2017,84,42,6
Information et communication,2017,84,43,1
Information et communication,2017,84,63,9
Information et communication,2017,84,69,60
Information et communication,2017,84,73,8
Information et communication,2017,84,74,9
Information et communication,2017,93,13,54
Information et communication,2017,93,4,3
Information et communication,2017,93,5,3
Information et communication,2017,93,6,38
Information et communication,2017,93,83,11
Information et communication,2017,93,84,2
Information et communication,2017,94,2B,2
Information et communication,2018,1,971,4
Information et communication,2018,2,972,4
Information et communication,2018,4,974,4
Information et communication,2018,11,75,171
Information et communication,2018,11,77,34
Information et communication,2018,11,78,35
Information et communication,2018,11,91,24
Information et communication,2018,11,92,80
Information et communication,2018,11,93,59
Information et communication,2018,11,94,28
Information et communication,2018,11,95,31
Information et communication,2018,24,18,1
Information et communication,2018,24,28,5
Information et communication,2018,24,36,2
Information et communication,2018,24,37,7
Information et communication,2018,24,41,2
Information et communication,2018,24,45,6
Information et communication,2018,27,21,3
Information et communication,2018,27,25,5
Information et communication,2018,27,39,2
Information et communication,2018,27,58,1
Information et communication,2018,27,70,1
Information et communication,2018,27,71,4
Information et communication,2018,27,89,7
Information et communication,2018,28,14,5
Information et communication,2018,28,27,4
Information et communication,2018,28,50,3
Information et communication,2018,28,61,2
Information et communication,2018,28,76,13
Information et communication,2018,32,2,3
Information et communication,2018,32,59,51
Information et communication,2018,32,60,7
Information et communication,2018,32,62,5
Information et communication,2018,32,80,3
Information et communication,2018,44,10,5
Information et communication,2018,44,51,5
Information et communication,2018,44,54,7
Information et communication,2018,44,55,1
Information et communication,2018,44,57,3
Information et communication,2018,44,67,15
Information et communication,2018,44,68,9
Information et communication,2018,44,88,3
Information et communication,2018,52,44,35
Information et communication,2018,52,49,7
Information et communication,2018,52,53,2
Information et communication,2018,52,72,3
Information et communication,2018,52,85,3
Information et communication,2018,53,22,8
Information et communication,2018,53,29,9
Information et communication,2018,53,35,19
Information et communication,2018,53,56,2
Information et communication,2018,75,16,5
Information et communication,2018,75,17,7
Information et communication,2018,75,19,2
Information et communication,2018,75,33,33
Information et communication,2018,75,40,4
Information et communication,2018,75,47,2
Information et communication,2018,75,64,13
Information et communication,2018,75,79,2
Information et communication,2018,75,86,3
Information et communication,2018,75,87,4
Information et communication,2018,76,12,1
Information et communication,2018,76,30,6
Information et communication,2018,76,31,30
Information et communication,2018,76,34,25
Information et communication,2018,76,46,2
Information et communication,2018,76,48,1
Information et communication,2018,76,65,2
Information et communication,2018,76,66,16
Information et communication,2018,76,81,5
Information et communication,2018,76,82,5
Information et communication,2018,84,1,3
Information et communication,2018,84,26,4
Information et communication,2018,84,3,1
Information et communication,2018,84,38,18
Information et communication,2018,84,42,5
Information et communication,2018,84,43,1
Information et communication,2018,84,63,9
Information et communication,2018,84,69,48
Information et communication,2018,84,7,1
Information et communication,2018,84,73,15
Information et communication,2018,84,74,11
Information et communication,2018,93,13,42
Information et communication,2018,93,4,1
Information et communication,2018,93,5,1
Information et communication,2018,93,6,21
Information et communication,2018,93,83,13
Information et communication,2018,93,84,9
Information et communication,2018,94,2A,4
Information et communication,2018,94,2B,2
Information et communication,2019,1,971,5
Information et communication,2019,2,972,11
Information et communication,2019,3,973,1
Information et communication,2019,4,974,8
Information et communication,2019,11,75,212
Information et communication,2019,11,77,35
Information et communication,2019,11,78,37
Information et communication,2019,11,91,19
Information et communication,2019,11,92,79
Information et communication,2019,11,93,52
Information et communication,2019,11,94,30
Information et communication,2019,11,95,25
Information et communication,2019,24,18,1
Information et communication,2019,24,28,9
Information et communication,2019,24,36,3
Information et communication,2019,24,37,6
Information et communication,2019,24,41,2
Information et communication,2019,24,45,5
Information et communication,2019,27,21,6
Information et communication,2019,27,25,4
Information et communication,2019,27,39,1
Information et communication,2019,27,58,4
Information et communication,2019,27,70,1
Information et communication,2019,27,71,9
Information et communication,2019,27,89,5
Information et communication,2019,28,14,11
Information et communication,2019,28,27,4
Information et communication,2019,28,50,3
Information et communication,2019,28,76,10
Information et communication,2019,32,2,3
Information et communication,2019,32,59,45
Information et communication,2019,32,60,4
Information et communication,2019,32,62,6
Information et communication,2019,44,10,2
Information et communication,2019,44,51,4
Information et communication,2019,44,52,1
Information et communication,2019,44,54,8
Information et communication,2019,44,55,3
Information et communication,2019,44,57,3
Information et communication,2019,44,67,14
Information et communication,2019,44,68,6
Information et communication,2019,44,88,3
Information et communication,2019,52,44,23
Information et communication,2019,52,49,5
Information et communication,2019,52,53,5
Information et communication,2019,52,72,7
Information et communication,2019,52,85,3
Information et communication,2019,53,22,5
Information et communication,2019,53,29,10
Information et communication,2019,53,35,14
Information et communication,2019,53,56,7
Information et communication,2019,75,16,1
Information et communication,2019,75,17,5
Information et communication,2019,75,19,1
Information et communication,2019,75,24,2
Information et communication,2019,75,33,32
Information et communication,2019,75,40,2
Information et communication,2019,75,47,1
Information et communication,2019,75,64,7
Information et communication,2019,75,79,3
Information et communication,2019,75,86,3
Information et communication,2019,75,87,8
Information et communication,2019,76,11,1
Information et communication,2019,76,12,1
Information et communication,2019,76,30,12
Information et communication,2019,76,31,24
Information et communication,2019,76,32,1
Information et communication,2019,76,34,30
Information et communication,2019,76,65,3
Information et communication,2019,76,66,9
Information et communication,2019,76,81,5
Information et communication,2019,76,82,2
Information et communication,2019,84,1,7
Information et communication,2019,84,26,4
Information et communication,2019,84,3,3
Information et communication,2019,84,38,26
Information et communication,2019,84,42,2
Information et communication,2019,84,43,2
Information et communication,2019,84,63,14
Information et communication,2019,84,69,45
Information et communication,2019,84,7,1
Information et communication,2019,84,73,10
Information et communication,2019,84,74,7
Information et communication,2019,93,13,30
Information et communication,2019,93,5,2
Information et communication,2019,93,6,32
Information et communication,2019,93,83,13
Information et communication,2019,93,84,7
Information et communication,2019,94,2A,1
Information et communication,2019,94,2B,5
Information et communication,2020,1,971,1
Information et communication,2020,2,972,6
Information et communication,2020,4,974,14
Information et communication,2020,11,75,186
Information et communication,2020,11,77,17
Information et communication,2020,11,78,28
Information et communication,2020,11,91,13
Information et communication,2020,11,92,58
Information et communication,2020,11,93,46
Information et communication,2020,11,94,29
Information et communication,2020,11,95,16
Information et communication,2020,24,18,1
Information et communication,2020,24,28,2
Information et communication,2020,24,37,4
Information et communication,2020,24,41,1
Information et communication,2020,24,45,5
Information et communication,2020,27,21,1
Information et communication,2020,27,25,3
Information et communication,2020,27,39,2
Information et communication,2020,27,58,1
Information et communication,2020,27,71,2
Information et communication,2020,27,89,6
Information et communication,2020,28,14,4
Information et communication,2020,28,27,9
Information et communication,2020,28,50,1
Information et communication,2020,28,61,1
Information et communication,2020,28,76,12
Information et communication,2020,32,2,2
Information et communication,2020,32,59,22
Information et communication,2020,32,60,6
Information et communication,2020,32,62,11
Information et communication,2020,32,80,2
Information et communication,2020,44,10,1
Information et communication,2020,44,51,4
Information et communication,2020,44,52,1
Information et communication,2020,44,54,6
Information et communication,2020,44,55,2
Information et communication,2020,44,57,1
Information et communication,2020,44,67,18
Information et communication,2020,44,68,5
Information et communication,2020,44,88,3
Information et communication,2020,52,44,20
Information et communication,2020,52,49,4
Information et communication,2020,52,53,2
Information et communication,2020,52,72,2
Information et communication,2020,53,22,1
Information et communication,2020,53,29,7
Information et communication,2020,53,35,9
Information et communication,2020,53,56,2
Information et communication,2020,75,16,2
Information et communication,2020,75,17,4
Information et communication,2020,75,19,1
Information et communication,2020,75,33,12
Information et communication,2020,75,40,2
Information et communication,2020,75,47,2
Information et communication,2020,75,64,4
Information et communication,2020,75,79,3
Information et communication,2020,75,86,3
Information et communication,2020,75,87,5
Information et communication,2020,76,30,6
Information et communication,2020,76,31,21
Information et communication,2020,76,34,13
Information et communication,2020,76,65,1
Information et communication,2020,76,66,1
Information et communication,2020,76,81,3
Information et communication,2020,76,82,3
Information et communication,2020,84,1,8
Information et communication,2020,84,26,3
Information et communication,2020,84,3,1
Information et communication,2020,84,38,17
Information et communication,2020,84,42,4
Information et communication,2020,84,43,1
Information et communication,2020,84,63,8
Information et communication,2020,84,69,33
Information et communication,2020,84,73,5
Information et communication,2020,84,74,6
Information et communication,2020,93,13,27
Information et communication,2020,93,6,24
Information et communication,2020,93,83,5
Information et communication,2020,93,84,5
Information et communication,2020,94,2B,3
Information et communication,2021,1,971,5
Information et communication,2021,2,972,5
Information et communication,2021,3,973,2
Information et communication,2021,4,974,5
Information et communication,2021,11,75,172
Information et communication,2021,11,77,22
Information et communication,2021,11,78,18
Information et communication,2021,11,91,12
Information et communication,2021,11,92,30
Information et communication,2021,11,93,37
Information et communication,2021,11,94,25
Information et communication,2021,11,95,20
Information et communication,2021,24,18,1
Information et communication,2021,24,28,5
Information et communication,2021,24,36,1
Information et communication,2021,24,37,12
Information et communication,2021,24,45,8
Information et communication,2021,27,21,6
Information et communication,2021,27,25,5
Information et communication,2021,27,39,1
Information et communication,2021,27,70,1
Information et communication,2021,27,71,5
Information et communication,2021,27,89,1
Information et communication,2021,28,14,4
Information et communication,2021,28,27,6
Information et communication,2021,28,50,5
Information et communication,2021,28,76,10
Information et communication,2021,32,2,2
Information et communication,2021,32,59,23
Information et communication,2021,32,60,1
Information et communication,2021,32,62,4
Information et communication,2021,32,80,2
Information et communication,2021,44,10,6
Information et communication,2021,44,51,4
Information et communication,2021,44,54,3
Information et communication,2021,44,55,2
Information et communication,2021,44,57,3
Information et communication,2021,44,67,10
Information et communication,2021,44,68,6
Information et communication,2021,44,8,1
Information et communication,2021,44,88,1
Information et communication,2021,52,44,14
Information et communication,2021,52,49,9
Information et communication,2021,52,53,4
Information et communication,2021,52,72,1
Information et communication,2021,52,85,3
Information et communication,2021,53,22,1
Information et communication,2021,53,29,8
Information et communication,2021,53,35,10
Information et communication,2021,53,56,6
Information et communication,2021,75,16,3
Information et communication,2021,75,17,7
Information et communication,2021,75,19,2
Information et communication,2021,75,33,18
Information et communication,2021,75,40,3
Information et communication,2021,75,47,1
Information et communication,2021,75,64,3
Information et communication,2021,75,79,1
Information et communication,2021,75,86,4
Information et communication,2021,76,11,2
Information et communication,2021,76,30,7
Information et communication,2021,76,31,14
Information et communication,2021,76,32,1
Information et communication,2021,76,34,20
Information et communication,2021,76,46,1
Information et communication,2021,76,48,1
Information et communication,2021,76,65,3
Information et communication,2021,76,66,3
Information et communication,2021,76,81,3
Information et communication,2021,84,1,2
Information et communication,2021,84,26,3
Information et communication,2021,84,3,1
Information et communication,2021,84,38,9
Information et communication,2021,84,42,2
Information et communication,2021,84,43,1
Information et communication,2021,84,63,4
Information et communication,2021,84,69,40
Information et communication,2021,84,73,2
Information et communication,2021,84,74,8
Information et communication,2021,93,13,39
Information et communication,2021,93,4,1
Information et communication,2021,93,5,3
Information et communication,2021,93,6,22
Information et communication,2021,93,83,7
Information et communication,2021,93,84,4
Information et communication,2021,94,2A,1
Sante humaine et action sociale,2017,1,971,4
Sante humaine et action sociale,2017,2,972,22
Sante humaine et action sociale,2017,3,973,3
Sante humaine et action sociale,2017,4,974,14
Sante humaine et action sociale,2017,11,75,15
Sante humaine et action sociale,2017,11,77,17
Sante humaine et action sociale,2017,11,78,5
Sante humaine et action sociale,2017,11,91,5
Sante humaine et action sociale,2017,11,92,13
Sante humaine et action sociale,2017,11,93,27
Sante humaine et action sociale,2017,11,94,17
Sante humaine et action sociale,2017,11,95,7
Sante humaine et action sociale,2017,24,18,5
Sante humaine et action sociale,2017,24,28,3
Sante humaine et action sociale,2017,24,36,1
Sante humaine et action sociale,2017,24,37,3
Sante humaine et action sociale,2017,24,41,9
Sante humaine et action sociale,2017,24,45,10
Sante humaine et action sociale,2017,27,21,3
Sante humaine et action sociale,2017,27,25,3
Sante humaine et action sociale,2017,27,39,4
Sante humaine et action sociale,2017,27,58,1
Sante humaine et action sociale,2017,27,70,1
Sante humaine et action sociale,2017,27,71,3
Sante humaine et action sociale,2017,27,89,2
Sante humaine et action sociale,2017,28,14,8
Sante humaine et action sociale,2017,28,27,5
Sante humaine et action sociale,2017,28,50,2
Sante humaine et action sociale,2017,28,61,2
Sante humaine et action sociale,2017,28,76,17
Sante humaine et action sociale,2017,32,2,9
Sante humaine et action sociale,2017,32,59,34
Sante humaine et action sociale,2017,32,60,5
Sante humaine et action sociale,2017,32,62,19
Sante humaine et action sociale,2017,32,80,1
Sante humaine et action sociale,2017,44,10,3
Sante humaine et action sociale,2017,44,51,6
Sante humaine et action sociale,2017,44,52,2
Sante humaine et action sociale,2017,44,54,7
Sante humaine et action sociale,2017,44,55,1
Sante humaine et action sociale,2017,44,57,4
Sante humaine et action sociale,2017,44,67,7
Sante humaine et action sociale,2017,44,68,2
Sante humaine et action sociale,2017,44,8,1
Sante humaine et action sociale,2017,52,44,10
Sante humaine et action sociale,2017,52,49,5
Sante humaine et action sociale,2017,52,72,5
Sante humaine et action sociale,2017,52,85,4
Sante humaine et action sociale,2017,53,22,3
Sante humaine et action sociale,2017,53,29,6
Sante humaine et action sociale,2017,53,35,10
Sante humaine et action sociale,2017,53,56,2
Sante humaine et action sociale,2017,75,16,1
Sante humaine et action sociale,2017,75,17,2
Sante humaine et action sociale,2017,75,19,2
Sante humaine et action sociale,2017,75,24,6
Sante humaine et action sociale,2017,75,33,10
Sante humaine et action sociale,2017,75,40,4
Sante humaine et action sociale,2017,75,47,2
Sante humaine et action sociale,2017,75,64,9
Sante humaine et action sociale,2017,75,79,2
Sante humaine et action sociale,2017,75,86,4
Sante humaine et action sociale,2017,75,87,4
Sante humaine et action sociale,2017,76,11,2
Sante humaine et action sociale,2017,76,30,10
Sante humaine et action sociale,2017,76,31,29
Sante humaine et action sociale,2017,76,32,4
Sante humaine et action sociale,2017,76,34,14
Sante humaine et action sociale,2017,76,46,1
Sante humaine et action sociale,2017,76,48,1
Sante humaine et action sociale,2017,76,65,6
Sante humaine et action sociale,2017,76,66,1
Sante humaine et action sociale,2017,76,81,2
Sante humaine et action sociale,2017,76,82,6
Sante humaine et action sociale,2017,76,9,2
Sante humaine et action sociale,2017,84,1,7
Sante humaine et action sociale,2017,84,26,8
Sante humaine et action sociale,2017,84,3,2
Sante humaine et action sociale,2017,84,38,23
Sante humaine et action sociale,2017,84,42,4
Sante humaine et action sociale,2017,84,43,3
Sante humaine et action sociale,2017,84,63,8
Sante humaine et action sociale,2017,84,69,12
Sante humaine et action sociale,2017,84,7,3
Sante humaine et action sociale,2017,84,73,7
Sante humaine et action sociale,2017,84,74,3
Sante humaine et action sociale,2017,93,13,49
Sante humaine et action sociale,2017,93,4,2
Sante humaine et action sociale,2017,93,5,4
Sante humaine et action sociale,2017,93,6,30
Sante humaine et action sociale,2017,93,83,41
Sante humaine et action sociale,2017,93,84,2
Sante humaine et action sociale,2017,94,2A,8
Sante humaine et action sociale,2017,94,2B,4
Sante humaine et action sociale,2018,1,971,5
Sante humaine et action sociale,2018,2,972,18
Sante humaine et action sociale,2018,3,973,2
Sante humaine et action sociale,2018,4,974,10
Sante humaine et action sociale,2018,11,75,23
Sante humaine et action sociale,2018,11,77,9
Sante humaine et action sociale,2018,11,78,10
Sante humaine et action sociale,2018,11,91,5
Sante humaine et action sociale,2018,11,92,16
Sante humaine et action sociale,2018,11,93,22
Sante humaine et action sociale,2018,11,94,18
Sante humaine et action sociale,2018,11,95,4
Sante humaine et action sociale,2018,24,18,2
Sante humaine et action sociale,2018,24,28,7
Sante humaine et action sociale,2018,24,36,2
Sante humaine et action sociale,2018,24,37,2
Sante humaine et action sociale,2018,24,41,3
Sante humaine et action sociale,2018,24,45,5
Sante humaine et action sociale,2018,27,21,2
Sante humaine et action sociale,2018,27,25,1
Sante humaine et action sociale,2018,27,39,1
Sante humaine et action sociale,2018,27,70,1
Sante humaine et action sociale,2018,27,71,6
Sante humaine et action sociale,2018,27,89,4
Sante humaine et action sociale,2018,28,14,3
Sante humaine et action sociale,2018,28,27,8
Sante humaine et action sociale,2018,28,50,1
Sante humaine et action sociale,2018,28,61,1
Sante humaine et action sociale,2018,28,76,13
Sante humaine et action sociale,2018,32,2,1
Sante humaine et action sociale,2018,32,59,23
Sante humaine et action sociale,2018,32,60,6
Sante humaine et action sociale,2018,32,62,12
Sante humaine et action sociale,2018,32,80,3
Sante humaine et action sociale,2018,44,10,1
Sante humaine et action sociale,2018,44,51,6
Sante humaine et action sociale,2018,44,52,3
Sante humaine et action sociale,2018,44,54,7
Sante humaine et action sociale,2018,44,57,4
Sante humaine et action sociale,2018,44,67,5
Sante humaine et action sociale,2018,44,8,1
Sante humaine et action sociale,2018,52,44,7
Sante humaine et action sociale,2018,52,49,5
Sante humaine et action sociale,2018,52,53,1
Sante humaine et action sociale,2018,52,72,4
Sante humaine et action sociale,2018,52,85,5
Sante humaine et action sociale,2018,53,22,4
Sante humaine et action sociale,2018,53,29,1
Sante humaine et action sociale,2018,53,35,2
Sante humaine et action sociale,2018,53,56,10
Sante humaine et action sociale,2018,75,17,6
Sante humaine et action sociale,2018,75,19,3
Sante humaine et action sociale,2018,75,23,1
Sante humaine et action sociale,2018,75,24,3
Sante humaine et action sociale,2018,75,33,27
Sante humaine et action sociale,2018,75,40,6
Sante humaine et action sociale,2018,75,47,5
Sante humaine et action sociale,2018,75,64,12
Sante humaine et action sociale,2018,75,79,3
Sante humaine et action sociale,2018,75,86,1
Sante humaine et action sociale,2018,75,87,4
Sante humaine et action sociale,2018,76,11,4
Sante humaine et action sociale,2018,76,30,3
Sante humaine et action sociale,2018,76,31,23
Sante humaine et action sociale,2018,76,32,3
Sante humaine et action sociale,2018,76,34,21
Sante humaine et action sociale,2018,76,48,1
Sante humaine et action sociale,2018,76,65,8
Sante humaine et action sociale,2018,76,66,8
Sante humaine et action sociale,2018,76,81,4
Sante humaine et action sociale,2018,76,82,3
Sante humaine et action sociale,2018,76,9,3
Sante humaine et action sociale,2018,84,1,9
Sante humaine et action sociale,2018,84,26,9
Sante humaine et action sociale,2018,84,3,1
Sante humaine et action sociale,2018,84,38,15
Sante humaine et action sociale,2018,84,42,2
Sante humaine et action sociale,2018,84,63,7
Sante humaine et action sociale,2018,84,69,19
Sante humaine et action sociale,2018,84,7,2
Sante humaine et action sociale,2018,84,73,3
Sante humaine et action sociale,2018,84,74,6
Sante humaine et action sociale,2018,93,13,35
Sante humaine et action sociale,2018,93,4,1
Sante humaine et action sociale,2018,93,5,2
Sante humaine et action sociale,2018,93,6,22
Sante humaine et action sociale,2018,93,83,35
Sante humaine et action sociale,2018,93,84,2
Sante humaine et action sociale,2018,94,2A,3
Sante humaine et action sociale,2018,94,2B,3
Sante humaine et action sociale,2019,1,971,6
Sante humaine et action sociale,2019,2,972,20
Sante humaine et action sociale,2019,3,973,1
Sante humaine et action sociale,2019,4,974,8
Sante humaine et action sociale,2019,11,75,31
Sante humaine et action sociale,2019,11,77,7
Sante humaine et action sociale,2019,11,78,7
Sante humaine et action sociale,2019,11,91,7
Sante humaine et action sociale,2019,11,92,13
Sante humaine et action sociale,2019,11,93,16
Sante humaine et action sociale,2019,11,94,16
Sante humaine et action sociale,2019,11,95,3
Sante humaine et action sociale,2019,24,28,6
Sante humaine et action sociale,2019,24,36,3
Sante humaine et action sociale,2019,24,37,8
Sante humaine et action sociale,2019,24,41,4
Sante humaine et action sociale,2019,24,45,5
Sante humaine et action sociale,2019,27,21,1
Sante humaine et action sociale,2019,27,25,9
Sante humaine et action sociale,2019,27,39,2
Sante humaine et action sociale,2019,27,58,3
Sante humaine et action sociale,2019,27,70,2
Sante humaine et action sociale,2019,27,71,7
Sante humaine et action sociale,2019,27,90,1
Sante humaine et action sociale,2019,28,14,4
Sante humaine et action sociale,2019,28,27,2
Sante humaine et action sociale,2019,28,50,3
Sante humaine et action sociale,2019,28,76,10
Sante humaine et action sociale,2019,32,2,1
Sante humaine et action sociale,2019,32,59,29
Sante humaine et action sociale,2019,32,60,3
Sante humaine et action sociale,2019,32,62,16
Sante humaine et action sociale,2019,32,80,3
Sante humaine et action sociale,2019,44,10,3
Sante humaine et action sociale,2019,44,51,10
Sante humaine et action sociale,2019,44,52,1
Sante humaine et action sociale,2019,44,54,7
Sante humaine et action sociale,2019,44,67,6
Sante humaine et action sociale,2019,44,68,2
Sante humaine et action sociale,2019,44,8,1
Sante humaine et action sociale,2019,44,88,1
Sante humaine et action sociale,2019,52,44,5
Sante humaine et action sociale,2019,52,49,6
Sante humaine et action sociale,2019,52,53,1
Sante humaine et action sociale,2019,52,72,1
Sante humaine et action sociale,2019,52,85,4
Sante humaine et action sociale,2019,53,22,4
Sante humaine et action sociale,2019,53,29,10
Sante humaine et action sociale,2019,53,35,5
Sante humaine et action sociale,2019,53,56,5
Sante humaine et action sociale,2019,75,16,2
Sante humaine et action sociale,2019,75,17,7
Sante humaine et action sociale,2019,75,19,1
Sante humaine et action sociale,2019,75,24,1
Sante humaine et action sociale,2019,75,33,25
Sante humaine et action sociale,2019,75,40,5
Sante humaine et action sociale,2019,75,64,8
Sante humaine et action sociale,2019,75,79,5
Sante humaine et action sociale,2019,75,86,1
Sante humaine et action sociale,2019,75,87,3
Sante humaine et action sociale,2019,76,11,5
Sante humaine et action sociale,2019,76,30,5
Sante humaine et action sociale,2019,76,31,14
Sante humaine et action sociale,2019,76,32,3
Sante humaine et action sociale,2019,76,34,13
Sante humaine et action sociale,2019,76,48,2
Sante humaine et action sociale,2019,76,65,1
Sante humaine et action sociale,2019,76,66,7
Sante humaine et action sociale,2019,76,81,2
Sante humaine et action sociale,2019,76,82,4
Sante humaine et action sociale,2019,76,9,2
Sante humaine et action sociale,2019,84,1,10
Sante humaine et action sociale,2019,84,26,2
Sante humaine et action sociale,2019,84,3,5
Sante humaine et action sociale,2019,84,38,10
Sante humaine et action sociale,2019,84,42,1
Sante humaine et action sociale,2019,84,43,4
Sante humaine et action sociale,2019,84,63,6
Sante humaine et action sociale,2019,84,69,13
Sante humaine et action sociale,2019,84,7,1
Sante humaine et action sociale,2019,84,73,12
Sante humaine et action sociale,2019,84,74,5
Sante humaine et action sociale,2019,93,13,20
Sante humaine et action sociale,2019,93,4,1
Sante humaine et action sociale,2019,93,6,21
Sante humaine et action sociale,2019,93,83,19
Sante humaine et action sociale,2019,93,84,2
Sante humaine et action sociale,2019,94,2A,4
Sante humaine et action sociale,2019,94,2B,2
Sante humaine et action sociale,2020,2,972,10
Sante humaine et action sociale,2020,3,973,3
Sante humaine et action sociale,2020,4,974,7
Sante humaine et action sociale,2020,11,75,19
Sante humaine et action sociale,2020,11,77,4
Sante humaine et action sociale,2020,11,78,3
Sante humaine et action sociale,2020,11,91,1
Sante humaine et action sociale,2020,11,92,9
Sante humaine et action sociale,2020,11,93,10
Sante humaine et action sociale,2020,11,94,5
Sante humaine et action sociale,2020,11,95,2
Sante humaine et action sociale,2020,24,18,1
Sante humaine et action sociale,2020,24,28,1
Sante humaine et action sociale,2020,24,37,1
Sante humaine et action sociale,2020,24,45,3
Sante humaine et action sociale,2020,27,21,1
Sante humaine et action sociale,2020,27,25,3
Sante humaine et action sociale,2020,27,71,1
Sante humaine et action sociale,2020,27,89,1
Sante humaine et action sociale,2020,27,90,1
Sante humaine et action sociale,2020,28,14,3
Sante humaine et action sociale,2020,28,27,2
Sante humaine et action sociale,2020,28,50,2
Sante humaine et action sociale,2020,28,76,5
Sante humaine et action sociale,2020,32,2,1
Sante humaine et action sociale,2020,32,59,9
Sante humaine et action sociale,2020,32,60,1
Sante humaine et action sociale,2020,32,62,5
Sante humaine et action sociale,2020,32,80,1
Sante humaine et action sociale,2020,44,10,1
Sante humaine et action sociale,2020,44,52,1
Sante humaine et action sociale,2020,44,54,6
Sante humaine et action sociale,2020,44,57,1
Sante humaine et action sociale,2020,44,67,6
Sante humaine et action sociale,2020,44,8,2
Sante humaine et action sociale,2020,44,88,1
Sante humaine et action sociale,2020,52,44,3
Sante humaine et action sociale,2020,52,49,1
Sante humaine et action sociale,2020,52,53,1
Sante humaine et action sociale,2020,52,85,1
Sante humaine et action sociale,2020,53,22,3
Sante humaine et action sociale,2020,53,29,7
Sante humaine et action sociale,2020,53,35,2
Sante humaine et action sociale,2020,53,56,6
Sante humaine et action sociale,2020,75,17,3
Sante humaine et action sociale,2020,75,19,2
Sante humaine et action sociale,2020,75,24,1
Sante humaine et action sociale,2020,75,33,15
Sante humaine et action sociale,2020,75,40,1
Sante humaine et action sociale,2020,75,47,3
Sante humaine et action sociale,2020,75,64,6
Sante humaine et action sociale,2020,75,79,2
Sante humaine et action sociale,2020,76,11,2
Sante humaine et action sociale,2020,76,30,4
Sante humaine et action sociale,2020,76,31,9
Sante humaine et action sociale,2020,76,32,2
Sante humaine et action sociale,2020,76,34,11
Sante humaine et action sociale,2020,76,48,1
Sante humaine et action sociale,2020,76,65,2
Sante humaine et action sociale,2020,76,66,5
Sante humaine et action sociale,2020,76,82,4
Sante humaine et action sociale,2020,84,1,5
Sante humaine et action sociale,2020,84,26,1
Sante humaine et action sociale,2020,84,38,4
Sante humaine et action sociale,2020,84,42,1
Sante humaine et action sociale,2020,84,69,12
Sante humaine et action sociale,2020,84,7,1
Sante humaine et action sociale,2020,84,73,1
Sante humaine et action sociale,2020,84,74,3
Sante humaine et action sociale,2020,93,13,19
Sante humaine et action sociale,2020,93,6,10
Sante humaine et action sociale,2020,93,83,14
Sante humaine et action sociale,2020,93,84,4
Sante humaine et action sociale,2020,94,2A,4
Sante humaine et action sociale,2021,1,971,2
Sante humaine et action sociale,2021,2,972,13
Sante humaine et action sociale,2021,4,974,21
Sante humaine et action sociale,2021,11,75,8
Sante humaine et action sociale,2021,11,77,4
Sante humaine et action sociale,2021,11,78,6
Sante humaine et action sociale,2021,11,91,1
Sante humaine et action sociale,2021,11,92,6
Sante humaine et action sociale,2021,11,93,7
Sante humaine et action sociale,2021,11,94,6
Sante humaine et action sociale,2021,11,95,1
Sante humaine et action sociale,2021,24,41,1
Sante humaine et action sociale,2021,24,45,1
Sante humaine et action sociale,2021,27,21,1
Sante humaine et action sociale,2021,27,25,3
Sante humaine et action sociale,2021,27,39,1
Sante humaine et action sociale,2021,27,71,3
Sante humaine et action sociale,2021,28,14,1
Sante humaine et action sociale,2021,28,27,1
Sante humaine et action sociale,2021,28,61,1
Sante humaine et action sociale,2021,28,76,2
Sante humaine et action sociale,2021,32,2,2
Sante humaine et action sociale,2021,32,59,12
Sante humaine et action sociale,2021,32,62,5
Sante humaine et action sociale,2021,44,10,1
Sante humaine et action sociale,2021,44,54,2
Sante humaine et action sociale,2021,44,55,2
Sante humaine et action sociale,2021,44,57,1
Sante humaine et action sociale,2021,44,67,3
Sante humaine et action sociale,2021,44,68,2
Sante humaine et action sociale,2021,44,88,2
Sante humaine et action sociale,2021,52,44,2
Sante humaine et action sociale,2021,52,49,3
Sante humaine et action sociale,2021,52,72,2
Sante humaine et action sociale,2021,52,85,4
Sante humaine et action sociale,2021,53,29,2
Sante humaine et action sociale,2021,53,35,6
Sante humaine et action sociale,2021,53,56,3
Sante humaine et action sociale,2021,75,17,2
Sante humaine et action sociale,2021,75,24,1
Sante humaine et action sociale,2021,75,33,16
Sante humaine et action sociale,2021,75,40,6
Sante humaine et action sociale,2021,75,47,2
Sante humaine et action sociale,2021,75,64,3
Sante humaine et action sociale,2021,75,79,1
Sante humaine et action sociale,2021,75,86,5
Sante humaine et action sociale,2021,75,87,1
Sante humaine et action sociale,2021,76,11,1
Sante humaine et action sociale,2021,76,30,1
Sante humaine et action sociale,2021,76,31,3
Sante humaine et action sociale,2021,76,32,3
Sante humaine et action sociale,2021,76,34,9
Sante humaine et action sociale,2021,76,48,1
Sante humaine et action sociale,2021,76,66,2
Sante humaine et action sociale,2021,76,81,1
Sante humaine et action sociale,2021,76,82,3
Sante humaine et action sociale,2021,76,9,1
Sante humaine et action sociale,2021,84,1,1
